Estacion,Dia_Semana,Hora_Dia,Clima,Torniquetes_Activos,Retraso_Operativo_Min,Pasajeros_Hora,Tiempo_Espera_Min,Nivel_Congestion
Callao,Martes,10,Lluvia,5,0,320,5.0,Media
Callao,Sabado,22,Lluvia,4,0,558,6.0,Media
Embajadores,Sabado,6,Tormenta,5,0,239,4.3,Baja
Tribunal,Jueves,20,Lluvia,6,0,181,4.4,Baja
Callao,Martes,21,Lluvia,4,0,328,6.2,Media
Bilbao,Viernes,8,Nublado,9,0,1625,3.9,Alta
Sol,Lunes,5,Tormenta,7,0,357,6.3,Media
Lago,Martes,19,Tormenta,2,0,1286,8.1,Alta
Sevilla,Martes,21,Tormenta,5,5,729,11.9,Alta
Principe Pio,Viernes,18,Nublado,9,0,1548,4.3,Alta
Bilbao,Sabado,5,Tormenta,10,0,513,8.1,Media
Lago,Jueves,8,Tormenta,3,0,889,8.2,Media
Tribunal,Sabado,21,Lluvia,4,0,537,6.5,Media
Lago,Viernes,18,Tormenta,6,0,1647,7.3,Alta
Callao,Sabado,15,Soleado,8,0,667,2.0,Media
Plaza de Espana,Domingo,9,Lluvia,3,0,357,6.4,Media
Tribunal,Martes,19,Nublado,3,5,1659,11.0,Alta
Principe Pio,Viernes,18,Soleado,3,0,1399,8.9,Alta
Noviciado,Domingo,5,Tormenta,2,5,551,10.4,Alta
Banco de Espana,Domingo,12,Tormenta,5,0,422,7.4,Media
Plaza de Espana,Domingo,23,Nublado,4,0,597,2.9,Baja
Lago,Sabado,8,Lluvia,6,0,313,7.5,Media
Banco de Espana,Martes,22,Lluvia,5,0,492,6.7,Media
Tribunal,Jueves,22,Lluvia,9,0,402,8.0,Media
Goya,Jueves,12,Lluvia,8,0,276,8.2,Media
Tribunal,Domingo,11,Lluvia,5,0,560,4.6,Baja
Principe Pio,Miercoles,20,Soleado,4,5,270,9.7,Media
Principe de Vergara,Jueves,19,Nublado,6,0,1638,3.7,Alta
Tribunal,Martes,10,Nublado,7,0,135,3.5,Baja
Alonso Martinez,Viernes,15,Lluvia,5,0,531,5.6,Media
Bilbao,Lunes,23,Nublado,8,5,368,7.7,Media
Bilbao,Domingo,7,Nublado,3,0,308,2.5,Baja
Sevilla,Martes,6,Lluvia,9,0,512,4.1,Baja
Retiro,Martes,21,Lluvia,10,10,406,17.0,Alta
Opera,Lunes,8,Tormenta,4,0,1371,10.9,Alta
Callao,Martes,10,Lluvia,4,0,490,6.6,Media
Sol,Domingo,19,Soleado,10,0,258,3.9,Baja
Banco de Espana,Sabado,6,Soleado,2,0,446,2.3,Baja
Tribunal,Miercoles,10,Tormenta,8,0,607,3.3,Media
Gran Via,Lunes,14,Nublado,9,5,366,9.0,Media
Gran Via,Jueves,16,Tormenta,5,0,494,4.3,Baja
Retiro,Martes,19,Nublado,8,0,1811,4.6,Alta
Bilbao,Jueves,15,Soleado,5,0,532,2.8,Baja
Lago,Domingo,23,Lluvia,8,0,357,3.7,Baja
Noviciado,Domingo,23,Lluvia,9,0,382,6.5,Media
Principe Pio,Viernes,17,Nublado,4,0,1041,9.2,Media
Retiro,Jueves,11,Nublado,8,0,775,3.8,Media
Goya,Domingo,9,Soleado,2,0,216,2.9,Baja
Bilbao,Viernes,6,Soleado,9,0,213,4.2,Baja
Principe de Vergara,Martes,7,Lluvia,8,0,1502,7.5,Alta
Bilbao,Miercoles,10,Nublado,6,0,255,2.8,Baja
Alonso Martinez,Domingo,11,Soleado,5,0,270,4.3,Baja
Embajadores,Domingo,11,Soleado,7,0,311,3.8,Baja
Atocha,Viernes,18,Lluvia,8,0,1008,5.5,Media
Atocha,Martes,18,Nublado,10,0,898,3.5,Media
Quevedo,Domingo,7,Nublado,5,0,451,2.7,Baja
Retiro,Sabado,11,Soleado,9,0,666,3.8,Media
Bilbao,Martes,17,Nublado,7,0,1602,4.3,Alta
Banco de Espana,Domingo,16,Nublado,9,5,235,8.0,Media
Alonso Martinez,Lunes,14,Tormenta,9,0,204,5.5,Media
Principe de Vergara,Lunes,11,Lluvia,6,0,229,6.0,Media
Principe Pio,Viernes,17,Tormenta,2,0,1022,11.1,Alta
Principe Pio,Domingo,23,Tormenta,3,0,308,5.0,Media
Alonso Martinez,Jueves,5,Nublado,4,10,408,14.4,Alta
Callao,Miercoles,5,Nublado,2,0,351,4.3,Baja
Lago,Lunes,18,Soleado,4,0,1560,6.6,Alta
Bilbao,Domingo,23,Nublado,8,0,498,2.8,Baja
Principe Pio,Martes,8,Lluvia,3,0,1914,9.4,Alta
Principe de Vergara,Sabado,5,Soleado,10,0,741,3.8,Media
Tribunal,Lunes,22,Nublado,9,0,377,3.0,Baja
Principe Pio,Martes,23,Nublado,4,0,524,2.1,Baja
Plaza de Espana,Martes,7,Lluvia,5,0,832,5.8,Media
Principe Pio,Martes,19,Lluvia,3,0,1662,8.5,Alta
Atocha,Sabado,15,Nublado,4,10,532,14.5,Alta
Tribunal,Viernes,5,Nublado,9,0,478,5.0,Baja
Atocha,Sabado,8,Lluvia,10,0,683,5.9,Media
Principe de Vergara,Sabado,14,Lluvia,8,0,718,3.6,Media
Retiro,Lunes,23,Lluvia,4,0,337,3.8,Baja
Principe de Vergara,Sabado,18,Nublado,4,0,644,2.4,Media
Banco de Espana,Sabado,8,Tormenta,8,5,384,11.0,Alta
Plaza de Espana,Viernes,13,Lluvia,10,0,557,5.9,Media
Principe de Vergara,Lunes,20,Nublado,4,0,651,4.6,Media
Tribunal,Lunes,22,Lluvia,4,0,581,5.0,Baja
Noviciado,Miercoles,12,Soleado,8,5,338,9.7,Media
Principe de Vergara,Domingo,6,Tormenta,6,0,209,8.2,Media
Lago,Martes,12,Lluvia,8,0,509,5.0,Baja
Atocha,Sabado,22,Nublado,3,0,580,3.4,Baja
Embajadores,Miercoles,7,Nublado,6,5,1248,8.8,Alta
Retiro,Domingo,12,Tormenta,3,0,373,8.0,Media
Retiro,Sabado,6,Soleado,10,0,738,3.2,Media
Retiro,Sabado,18,Lluvia,9,5,718,11.4,Alta
Lago,Lunes,14,Nublado,3,0,191,3.5,Baja
Sevilla,Lunes,23,Soleado,7,0,371,4.3,Baja
Anton Martin,Lunes,13,Tormenta,6,0,752,8.6,Media
Sevilla,Miercoles,22,Tormenta,8,0,365,6.0,Media
Tribunal,Miercoles,22,Nublado,5,0,666,4.2,Media
Banco de Espana,Miercoles,21,Tormenta,6,0,239,3.4,Baja
Banco de Espana,Lunes,20,Soleado,8,0,384,2.3,Baja
Atocha,Miercoles,11,Nublado,10,0,492,3.1,Baja
Sol,Martes,13,Lluvia,7,0,589,6.1,Media
Sevilla,Jueves,17,Tormenta,8,0,875,5.0,Media
Banco de Espana,Sabado,18,Lluvia,6,5,554,10.6,Alta
Noviciado,Martes,18,Nublado,5,5,1633,7.1,Alta
Alonso Martinez,Lunes,13,Soleado,9,0,425,2.6,Baja
Tribunal,Lunes,19,Nublado,5,0,966,3.6,Media
Callao,Jueves,11,Soleado,7,0,266,4.3,Baja
Goya,Sabado,9,Nublado,3,0,342,3.1,Baja
Principe de Vergara,Sabado,10,Tormenta,2,0,277,4.9,Baja
Embajadores,Jueves,8,Lluvia,6,0,1539,7.4,Alta
Tribunal,Sabado,14,Nublado,6,0,629,2.8,Media
Opera,Martes,12,Nublado,2,10,661,13.3,Alta
Lago,Miercoles,18,Nublado,8,0,739,4.1,Media
Sevilla,Martes,5,Lluvia,3,0,501,6.7,Media
Tribunal,Miercoles,20,Soleado,6,0,495,4.4,Baja
Sevilla,Sabado,5,Nublado,4,0,434,4.7,Baja
Sol,Lunes,11,Soleado,4,0,360,2.3,Baja
Noviciado,Jueves,21,Nublado,7,0,367,3.7,Baja
Retiro,Martes,18,Soleado,4,0,922,5.1,Media
Quevedo,Jueves,7,Nublado,2,0,1343,6.2,Alta
Goya,Miercoles,19,Nublado,10,0,998,4.8,Media
Alonso Martinez,Martes,15,Lluvia,2,0,382,6.0,Media
Goya,Sabado,5,Tormenta,2,10,384,15.8,Alta
Retiro,Jueves,21,Nublado,2,0,579,5.0,Baja
Quevedo,Viernes,23,Tormenta,10,5,651,10.8,Alta
Principe Pio,Viernes,11,Tormenta,5,0,354,3.8,Baja
Opera,Martes,15,Lluvia,7,0,425,7.0,Media
Tribunal,Lunes,21,Lluvia,8,0,501,4.7,Baja
Principe Pio,Jueves,15,Soleado,5,10,594,13.6,Alta
Callao,Miercoles,9,Tormenta,5,0,1000,4.2,Media
Opera,Jueves,19,Nublado,7,0,1518,4.6,Alta
Retiro,Lunes,9,Tormenta,7,0,894,4.1,Media
Embajadores,Sabado,15,Lluvia,6,0,488,6.1,Media
Alonso Martinez,Viernes,21,Nublado,7,0,322,2.5,Baja
Lago,Jueves,16,Nublado,2,0,631,2.0,Media
Lago,Sabado,21,Soleado,8,5,520,7.1,Media
Noviciado,Domingo,15,Tormenta,9,0,502,7.0,Media
Opera,Domingo,12,Tormenta,4,0,405,8.0,Media
Bilbao,Sabado,6,Nublado,6,0,549,2.1,Baja
Principe Pio,Domingo,7,Tormenta,5,20,296,25.1,Alta
Principe Pio,Martes,16,Lluvia,6,0,462,6.0,Media
Bilbao,Viernes,17,Tormenta,9,0,1876,4.6,Alta
Gran Via,Lunes,17,Soleado,2,0,863,6.5,Media
Sol,Martes,8,Nublado,5,0,1867,2.3,Alta
Principe de Vergara,Miercoles,11,Soleado,3,0,217,3.0,Baja
Gran Via,Miercoles,16,Soleado,7,0,314,4.5,Baja
Principe de Vergara,Domingo,15,Tormenta,6,0,570,6.3,Media
Goya,Sabado,8,Lluvia,8,0,615,7.1,Media
Embajadores,Sabado,13,Tormenta,9,0,196,4.9,Baja
Opera,Lunes,22,Lluvia,6,0,371,4.2,Baja
Retiro,Viernes,15,Soleado,3,0,360,2.1,Baja
Sevilla,Domingo,20,Tormenta,8,0,750,6.8,Media
Principe de Vergara,Jueves,16,Nublado,5,0,427,2.2,Baja
Opera,Lunes,18,Nublado,3,0,1184,6.9,Media
Quevedo,Sabado,22,Nublado,4,0,598,2.3,Baja
Quevedo,Sabado,18,Lluvia,5,0,314,4.4,Baja
Callao,Domingo,14,Lluvia,10,10,416,17.3,Alta
Noviciado,Miercoles,8,Soleado,3,0,1000,6.7,Media
Gran Via,Miercoles,16,Tormenta,8,0,611,7.2,Media
Bilbao,Martes,12,Lluvia,5,5,438,12.7,Alta
Anton Martin,Viernes,10,Nublado,6,0,281,3.3,Baja
Gran Via,Jueves,6,Nublado,5,0,570,3.1,Baja
Atocha,Martes,10,Lluvia,4,0,773,5.8,Media
Retiro,Miercoles,6,Tormenta,3,0,515,5.5,Media
Sol,Martes,13,Tormenta,4,0,249,6.4,Media
Banco de Espana,Jueves,22,Lluvia,7,0,162,7.5,Media
Opera,Miercoles,17,Lluvia,5,0,1485,7.3,Alta
Opera,Lunes,11,Soleado,5,0,494,3.5,Baja
Banco de Espana,Sabado,9,Tormenta,4,5,496,10.5,Alta
Callao,Miercoles,16,Lluvia,7,0,424,6.8,Media
Gran Via,Sabado,22,Soleado,5,0,579,2.6,Baja
Sevilla,Jueves,20,Nublado,8,0,426,3.8,Baja
Sol,Sabado,20,Nublado,9,5,466,7.4,Media
Principe de Vergara,Martes,23,Nublado,3,0,192,3.4,Baja
Principe de Vergara,Jueves,18,Lluvia,6,0,1021,6.1,Media
Retiro,Sabado,19,Lluvia,6,5,259,8.4,Media
Alonso Martinez,Sabado,11,Tormenta,5,0,597,6.5,Media
Embajadores,Domingo,19,Lluvia,5,0,201,6.3,Media
Gran Via,Sabado,19,Soleado,8,10,424,13.7,Alta
Quevedo,Martes,23,Lluvia,9,5,364,11.8,Alta
Callao,Sabado,17,Nublado,5,10,374,14.3,Alta
Lago,Lunes,11,Soleado,6,0,419,2.1,Baja
Tribunal,Martes,9,Tormenta,3,0,1959,9.6,Alta
Callao,Miercoles,19,Tormenta,6,0,1833,6.0,Alta
Lago,Lunes,12,Tormenta,9,0,340,7.4,Media
Gran Via,Sabado,17,Nublado,5,0,339,2.8,Baja
Embajadores,Lunes,23,Soleado,8,0,545,4.8,Baja
Principe de Vergara,Viernes,16,Lluvia,8,0,523,6.8,Media
Atocha,Martes,19,Lluvia,5,0,1002,6.9,Media
Plaza de Espana,Jueves,21,Tormenta,8,0,514,5.0,Baja
Tribunal,Jueves,16,Nublado,10,10,452,12.7,Alta
Embajadores,Miercoles,23,Lluvia,9,0,445,3.4,Baja
Principe Pio,Lunes,10,Soleado,4,0,435,4.9,Baja
Callao,Jueves,9,Tormenta,5,0,901,7.7,Media
Goya,Domingo,12,Tormenta,9,20,590,26.8,Alta
Sol,Miercoles,6,Soleado,3,0,282,3.7,Baja
Sevilla,Jueves,9,Nublado,10,0,938,2.6,Media
Embajadores,Jueves,6,Tormenta,9,0,431,6.4,Media
Sevilla,Viernes,17,Lluvia,3,0,1269,9.6,Alta
Principe de Vergara,Domingo,16,Lluvia,5,0,560,5.3,Media
Opera,Domingo,13,Tormenta,5,0,548,7.9,Media
Lago,Lunes,9,Nublado,3,0,1155,9.0,Media
Anton Martin,Sabado,8,Tormenta,8,10,424,16.0,Alta
Plaza de Espana,Domingo,18,Lluvia,9,0,497,6.8,Media
Callao,Domingo,22,Nublado,10,5,581,9.7,Media
Bilbao,Miercoles,8,Lluvia,10,0,1220,5.0,Alta
Principe Pio,Jueves,7,Tormenta,7,0,1041,5.3,Media
Atocha,Domingo,16,Lluvia,3,5,419,10.0,Alta
Tribunal,Lunes,19,Lluvia,2,0,1356,9.6,Alta
Banco de Espana,Sabado,20,Lluvia,4,0,470,6.0,Media
Plaza de Espana,Sabado,9,Tormenta,10,0,506,5.9,Media
Lago,Martes,19,Tormenta,3,0,1529,11.2,Alta
Principe de Vergara,Sabado,12,Soleado,10,0,264,4.6,Baja
Sevilla,Miercoles,10,Lluvia,3,0,217,5.4,Media
Gran Via,Viernes,23,Lluvia,3,0,528,3.9,Baja
Goya,Jueves,17,Tormenta,3,0,1256,11.2,Alta
Embajadores,Jueves,5,Nublado,3,0,712,3.3,Media
Banco de Espana,Domingo,19,Soleado,6,0,363,4.8,Baja
Plaza de Espana,Sabado,13,Soleado,7,0,579,3.2,Baja
Retiro,Miercoles,14,Nublado,9,0,219,4.9,Baja
Embajadores,Jueves,16,Lluvia,9,20,553,25.7,Alta
Callao,Jueves,11,Nublado,10,0,467,4.7,Baja
Sevilla,Sabado,15,Soleado,2,0,548,3.4,Baja
Banco de Espana,Lunes,13,Tormenta,2,5,256,12.6,Alta
Retiro,Viernes,17,Soleado,10,0,1780,4.7,Alta
Banco de Espana,Miercoles,13,Lluvia,8,0,512,4.2,Baja
Alonso Martinez,Viernes,21,Nublado,2,0,606,4.3,Media
Principe Pio,Domingo,15,Nublado,7,0,390,2.3,Baja
Gran Via,Domingo,23,Lluvia,9,0,288,6.5,Media
Retiro,Lunes,6,Nublado,4,0,303,4.7,Baja
Plaza de Espana,Miercoles,15,Lluvia,4,0,529,7.1,Media
Callao,Miercoles,13,Soleado,7,5,184,8.2,Media
Quevedo,Miercoles,16,Tormenta,8,0,281,5.8,Media
Goya,Miercoles,21,Tormenta,8,0,504,6.8,Media
Embajadores,Domingo,5,Tormenta,4,10,515,17.3,Alta
Atocha,Viernes,15,Lluvia,2,10,497,16.6,Alta
Atocha,Martes,16,Nublado,3,5,721,8.5,Media
Principe Pio,Viernes,15,Soleado,6,0,520,2.4,Baja
Principe de Vergara,Domingo,20,Tormenta,8,0,704,6.7,Media
Retiro,Sabado,20,Tormenta,6,0,411,5.1,Media
Sol,Domingo,10,Tormenta,6,10,474,18.8,Alta
Goya,Viernes,23,Tormenta,9,0,434,4.6,Baja
Opera,Viernes,17,Lluvia,9,5,1873,10.7,Alta
Retiro,Sabado,15,Nublado,3,5,416,7.8,Media
Opera,Jueves,17,Tormenta,9,0,1390,6.3,Alta
Principe Pio,Martes,11,Soleado,6,0,492,2.9,Baja
Sol,Lunes,22,Soleado,5,0,543,4.9,Baja
Noviciado,Domingo,23,Nublado,4,0,534,2.4,Baja
Gran Via,Viernes,16,Soleado,6,0,478,2.5,Baja
Alonso Martinez,Sabado,7,Soleado,5,0,684,2.7,Media
Quevedo,Martes,16,Tormenta,4,0,165,6.7,Media
Banco de Espana,Viernes,17,Lluvia,5,0,1084,5.0,Media
Retiro,Miercoles,11,Lluvia,9,0,489,5.0,Media
Plaza de Espana,Jueves,19,Soleado,10,0,1233,2.5,Alta
Plaza de Espana,Jueves,8,Soleado,4,10,1421,16.5,Alta
Embajadores,Martes,9,Lluvia,5,20,1392,27.2,Alta
Tribunal,Sabado,10,Nublado,7,0,499,2.1,Baja
Plaza de Espana,Lunes,9,Soleado,8,10,1609,14.8,Alta
Plaza de Espana,Domingo,17,Lluvia,2,5,412,12.7,Alta
Sol,Miercoles,15,Nublado,4,0,573,2.2,Baja
Alonso Martinez,Sabado,12,Lluvia,8,0,420,7.5,Media
Embajadores,Sabado,10,Lluvia,10,0,324,5.9,Media
Lago,Martes,15,Nublado,3,0,513,3.3,Baja
Gran Via,Jueves,18,Tormenta,10,10,1306,16.5,Alta
Sevilla,Lunes,12,Tormenta,5,0,660,5.9,Media
Sevilla,Viernes,5,Tormenta,7,0,193,4.9,Baja
Gran Via,Martes,20,Soleado,5,0,396,2.9,Baja
Banco de Espana,Martes,7,Tormenta,5,0,1224,4.6,Alta
Quevedo,Miercoles,20,Tormenta,3,0,597,8.6,Media
Opera,Martes,6,Tormenta,7,0,290,7.8,Media
Atocha,Lunes,7,Tormenta,5,0,1184,6.1,Media
Opera,Jueves,23,Nublado,7,0,563,3.9,Baja
Sevilla,Sabado,18,Nublado,10,0,546,3.4,Baja
Quevedo,Martes,23,Soleado,7,0,512,4.0,Baja
Tribunal,Martes,17,Soleado,8,0,1442,3.2,Alta
Alonso Martinez,Domingo,11,Lluvia,7,0,358,5.9,Media
Gran Via,Viernes,14,Tormenta,3,0,526,8.2,Media
Banco de Espana,Sabado,6,Soleado,9,10,287,14.5,Alta
Goya,Martes,15,Soleado,8,0,395,2.2,Baja
Lago,Miercoles,19,Tormenta,10,0,1462,6.4,Alta
Embajadores,Martes,9,Nublado,3,0,914,5.2,Media
Gran Via,Miercoles,22,Soleado,6,0,648,2.3,Media
Principe Pio,Viernes,13,Soleado,10,5,129,8.8,Media
Tribunal,Lunes,18,Nublado,3,0,1468,5.0,Alta
Plaza de Espana,Jueves,16,Nublado,10,20,338,22.5,Alta
Sevilla,Lunes,18,Nublado,2,0,780,4.8,Media
Bilbao,Lunes,22,Lluvia,3,0,360,6.2,Media
Opera,Domingo,11,Soleado,4,0,482,2.7,Baja
Principe Pio,Lunes,15,Tormenta,9,0,291,3.9,Baja
Anton Martin,Lunes,9,Soleado,10,5,1656,9.7,Alta
Bilbao,Miercoles,17,Tormenta,2,0,1405,11.4,Alta
Bilbao,Martes,23,Tormenta,7,5,487,11.1,Alta
Banco de Espana,Domingo,7,Soleado,9,0,603,4.7,Media
Gran Via,Sabado,9,Lluvia,10,0,454,3.9,Baja
Callao,Domingo,13,Soleado,3,0,350,2.9,Baja
Embajadores,Martes,22,Nublado,10,0,249,4.3,Baja
Alonso Martinez,Martes,19,Tormenta,7,20,1129,26.2,Alta
Embajadores,Viernes,17,Lluvia,7,0,1760,7.9,Alta
Plaza de Espana,Martes,18,Tormenta,5,0,1516,5.8,Alta
Tribunal,Jueves,18,Soleado,10,0,1538,2.3,Alta
Opera,Martes,11,Nublado,4,0,336,3.3,Baja
Atocha,Lunes,17,Soleado,3,0,1167,7.8,Media
Sevilla,Martes,17,Lluvia,6,0,1234,5.3,Alta
Gran Via,Sabado,12,Tormenta,10,0,369,6.4,Media
Sevilla,Lunes,22,Nublado,7,0,504,4.6,Baja
Retiro,Sabado,12,Lluvia,3,0,561,5.9,Media
Atocha,Viernes,12,Tormenta,9,0,294,6.4,Media
Lago,Lunes,6,Tormenta,6,0,468,7.4,Media
Banco de Espana,Sabado,15,Lluvia,4,0,413,4.7,Baja
Alonso Martinez,Sabado,16,Lluvia,6,0,465,8.3,Media
Anton Martin,Domingo,21,Soleado,6,5,460,8.9,Media
Banco de Espana,Martes,9,Soleado,3,0,1343,8.7,Alta
Sol,Sabado,19,Lluvia,8,0,724,5.7,Media
Gran Via,Martes,20,Soleado,7,5,379,8.3,Media
Principe Pio,Miercoles,7,Tormenta,10,0,1840,7.3,Alta
Anton Martin,Martes,10,Soleado,8,0,399,3.9,Baja
Atocha,Miercoles,9,Nublado,10,0,1243,3.6,Alta
Quevedo,Sabado,10,Soleado,2,0,550,3.9,Baja
Opera,Jueves,13,Lluvia,10,0,728,4.4,Media
Quevedo,Domingo,17,Lluvia,5,0,169,3.4,Baja
Principe Pio,Domingo,9,Soleado,8,0,251,3.9,Baja
Lago,Lunes,18,Soleado,4,0,1842,7.9,Alta
Anton Martin,Miercoles,10,Tormenta,7,0,405,6.6,Media
Atocha,Miercoles,12,Nublado,4,0,373,2.2,Baja
Lago,Viernes,16,Lluvia,6,10,427,16.6,Alta
Gran Via,Martes,6,Soleado,4,10,718,13.3,Alta
Banco de Espana,Domingo,15,Tormenta,8,0,625,6.3,Media
Banco de Espana,Jueves,15,Nublado,10,0,533,3.9,Baja
Quevedo,Martes,18,Lluvia,2,0,923,7.8,Media
Bilbao,Miercoles,20,Soleado,10,0,198,3.1,Baja
Atocha,Miercoles,5,Lluvia,6,0,302,5.9,Media
Sevilla,Sabado,5,Soleado,5,0,385,3.5,Baja
Retiro,Sabado,18,Nublado,4,0,276,3.2,Baja
Gran Via,Lunes,7,Soleado,5,0,750,4.3,Media
Embajadores,Lunes,10,Nublado,6,0,590,2.8,Baja
Atocha,Sabado,11,Tormenta,5,0,148,6.0,Media
Noviciado,Miercoles,17,Soleado,7,0,1907,2.5,Alta
Quevedo,Martes,10,Tormenta,5,0,462,7.2,Media
Opera,Viernes,15,Nublado,4,0,366,3.8,Baja
Principe de Vergara,Viernes,16,Soleado,10,0,284,3.4,Baja
Gran Via,Lunes,13,Lluvia,10,0,278,7.3,Media
Alonso Martinez,Jueves,12,Soleado,6,5,512,7.6,Media
Embajadores,Jueves,23,Tormenta,5,0,371,4.2,Baja
Plaza de Espana,Jueves,9,Nublado,6,0,1455,3.0,Alta
Bilbao,Martes,20,Lluvia,7,0,235,6.2,Media
Alonso Martinez,Jueves,11,Soleado,9,0,665,4.6,Media
Quevedo,Sabado,6,Nublado,4,0,345,3.9,Baja
Goya,Jueves,21,Lluvia,2,10,374,16.6,Alta
Tribunal,Viernes,11,Tormenta,9,10,393,16.7,Alta
Goya,Domingo,21,Lluvia,9,0,262,6.7,Media
Banco de Espana,Lunes,9,Nublado,6,0,1024,2.2,Media
Sol,Miercoles,17,Nublado,9,0,1733,4.0,Alta
Tribunal,Miercoles,14,Soleado,6,5,371,7.2,Media
Anton Martin,Lunes,15,Soleado,6,0,647,4.8,Media
Quevedo,Viernes,21,Soleado,8,0,436,4.9,Baja
Sol,Martes,6,Lluvia,9,0,361,4.9,Baja
Callao,Sabado,9,Tormenta,10,0,705,6.1,Media
Goya,Miercoles,14,Tormenta,8,5,353,10.4,Alta
Opera,Jueves,14,Nublado,3,5,304,7.9,Media
Principe de Vergara,Domingo,7,Nublado,6,5,178,7.4,Media
Embajadores,Lunes,9,Nublado,3,0,1758,7.9,Alta
Tribunal,Viernes,14,Nublado,9,0,628,4.2,Media
Retiro,Miercoles,8,Lluvia,2,0,1675,8.6,Alta
Gran Via,Jueves,12,Tormenta,6,0,466,6.7,Media
Tribunal,Martes,16,Soleado,4,0,418,2.7,Baja
Goya,Domingo,23,Soleado,2,0,331,4.9,Baja
Gran Via,Miercoles,17,Tormenta,2,0,1244,12.6,Alta
Quevedo,Miercoles,21,Lluvia,9,0,325,5.6,Media
Opera,Jueves,10,Tormenta,9,0,347,5.3,Media
Anton Martin,Martes,8,Lluvia,10,0,1612,8.1,Alta
Retiro,Lunes,6,Lluvia,5,0,507,5.4,Media
Goya,Miercoles,14,Tormenta,3,0,566,5.8,Media
Gran Via,Viernes,14,Tormenta,7,0,474,3.8,Baja
Tribunal,Sabado,11,Lluvia,8,0,520,7.1,Media
Opera,Martes,12,Lluvia,7,5,453,11.8,Alta
Goya,Miercoles,16,Soleado,6,0,228,3.3,Baja
Sevilla,Martes,9,Soleado,8,0,1612,3.0,Alta
Embajadores,Martes,5,Nublado,4,0,469,3.1,Baja
Opera,Viernes,16,Nublado,5,0,387,4.2,Baja
Anton Martin,Jueves,9,Nublado,4,0,1668,6.8,Alta
Alonso Martinez,Domingo,13,Lluvia,4,20,415,25.9,Alta
Alonso Martinez,Miercoles,10,Nublado,8,0,688,3.2,Media
Sevilla,Jueves,5,Soleado,5,0,442,5.0,Baja
Banco de Espana,Lunes,12,Nublado,4,0,592,2.4,Baja
Principe de Vergara,Domingo,23,Soleado,2,20,436,24.3,Alta
Noviciado,Sabado,7,Nublado,3,0,462,2.7,Baja
Plaza de Espana,Domingo,9,Lluvia,8,0,637,5.6,Media
Tribunal,Miercoles,8,Nublado,7,0,1181,3.7,Media
Plaza de Espana,Sabado,13,Tormenta,10,0,452,7.2,Media
Anton Martin,Martes,8,Lluvia,10,0,1897,6.0,Alta
Sevilla,Viernes,9,Nublado,3,0,982,8.2,Media
Callao,Domingo,13,Nublado,10,0,460,3.0,Baja
Plaza de Espana,Lunes,9,Lluvia,6,0,1660,6.6,Alta
Tribunal,Lunes,12,Lluvia,10,0,573,6.2,Media
Retiro,Viernes,14,Soleado,4,0,437,4.4,Baja
Bilbao,Sabado,22,Lluvia,10,0,508,6.6,Media
Banco de Espana,Viernes,23,Nublado,2,0,468,2.5,Baja
Sevilla,Miercoles,9,Nublado,8,5,1115,7.2,Media
Principe Pio,Martes,18,Lluvia,6,0,1235,5.5,Alta
Plaza de Espana,Sabado,12,Lluvia,2,0,142,7.5,Media
Lago,Domingo,19,Lluvia,3,0,278,6.8,Media
Tribunal,Martes,21,Nublado,3,0,389,3.8,Baja
Bilbao,Sabado,11,Nublado,2,0,476,4.8,Baja
Tribunal,Sabado,10,Nublado,6,0,569,5.0,Baja
Quevedo,Lunes,17,Lluvia,2,0,1468,10.1,Alta
Atocha,Sabado,23,Lluvia,7,0,667,7.0,Media
Embajadores,Martes,9,Lluvia,6,0,991,4.7,Media
Alonso Martinez,Jueves,19,Nublado,2,0,963,6.1,Media
Banco de Espana,Jueves,13,Nublado,4,0,462,2.7,Baja
Bilbao,Martes,19,Soleado,5,0,1530,3.3,Alta
Atocha,Jueves,22,Soleado,9,0,603,2.5,Media
Principe de Vergara,Martes,20,Tormenta,7,0,439,7.0,Media
Noviciado,Jueves,6,Soleado,5,0,357,4.4,Baja
Gran Via,Miercoles,18,Tormenta,3,0,1406,8.3,Alta
Quevedo,Martes,12,Soleado,9,0,706,4.8,Media
Sevilla,Miercoles,13,Nublado,2,0,435,2.3,Baja
Alonso Martinez,Lunes,20,Soleado,7,0,349,5.0,Baja
Tribunal,Miercoles,10,Nublado,3,0,439,4.2,Baja
Alonso Martinez,Viernes,15,Lluvia,3,0,593,5.1,Media
Tribunal,Miercoles,19,Tormenta,6,0,1540,7.6,Alta
Noviciado,Miercoles,18,Lluvia,4,0,1055,8.2,Media
Tribunal,Miercoles,19,Nublado,3,0,1112,6.6,Media
Gran Via,Jueves,23,Lluvia,5,0,358,6.2,Media
Gran Via,Martes,22,Tormenta,8,0,657,7.2,Media
Retiro,Jueves,12,Soleado,7,0,650,4.8,Media
Embajadores,Domingo,18,Tormenta,3,0,148,3.9,Baja
Atocha,Lunes,10,Tormenta,8,0,342,4.0,Baja
Goya,Martes,22,Nublado,10,0,513,3.8,Baja
Atocha,Martes,5,Soleado,7,0,244,3.7,Baja
Bilbao,Martes,6,Lluvia,2,0,759,5.8,Media
Banco de Espana,Domingo,8,Nublado,5,0,170,3.8,Baja
